molecule_chembl_id,pref_name,S_mchr1,S_mchr1_tierB,S_herg,selectivity_score,hit
CHEMBL3989806,IODIPAMIDE MEGLUMINE,0.1429,0.1818,0.2759,-0.133,False
CHEMBL1421,DASATINIB ANHYDROUS,0.2039,0.3368,0.3371,-0.1332,False
CHEMBL1201147,OCTOCRYLENE,0.1667,0.2105,0.3,-0.1333,False
CHEMBL408513,BELINOSTAT,0.1444,0.2899,0.2778,-0.1333,False
CHEMBL5314588,PERFLUOROHEXYLOCTANE,0.1111,0.1642,0.2444,-0.1333,False
CHEMBL3989826,OXYCODONE TEREPHTHALATE,0.1863,0.2442,0.3196,-0.1333,False
CHEMBL923,RISEDRONIC ACID,0.1618,0.2192,0.2951,-0.1333,False
CHEMBL1200424,PENTETATE ZINC TRISODIUM,0.0794,0.1538,0.2128,-0.1334,False
CHEMBL1200945,PENTETATE CALCIUM TRISODIUM,0.0794,0.1538,0.2128,-0.1334,False
CHEMBL1297,FENOPROFEN,0.2055,0.3443,0.3393,-0.1338,False
CHEMBL1201131,PIPERONYL BUTOXIDE,0.1519,0.2319,0.2857,-0.1338,False
CHEMBL1185568,DITHIAZANINE,0.0938,0.1477,0.2278,-0.1341,False
CHEMBL655,MIDAZOLAM,0.1685,0.236,0.303,-0.1345,False
CHEMBL728,PROCHLORPERAZINE,0.25,0.2899,0.3846,-0.1346,False
CHEMBL677,LEVONORDEFRIN,0.1154,0.1692,0.25,-0.1346,False
CHEMBL1200464,PROPARACAINE HYDROCHLORIDE,0.1928,0.3968,0.3276,-0.1348,False
CHEMBL16073,PHENACETIN,0.2113,0.3878,0.3462,-0.1349,False
CHEMBL1077,BROMFENAC,0.1348,0.2174,0.2698,-0.135,False
CHEMBL1200517,DIHYDROERGOTAMINE MESYLATE,0.1885,0.1917,0.3235,-0.135,False
CHEMBL382301,ATOSIBAN,0.1655,0.2732,0.3005,-0.135,False
CHEMBL1200750,PROMETHAZINE HYDROCHLORIDE,0.16,0.1875,0.2951,-0.1351,False
CHEMBL498,CHLORPROPAMIDE,0.1579,0.2885,0.2931,-0.1352,False
CHEMBL1103,FURAZOLIDONE,0.1463,0.1852,0.2817,-0.1353,False
CHEMBL1201250,BENZQUINAMIDE,0.1979,0.2316,0.3333,-0.1354,False
CHEMBL5314600,TIRABRUTINIB HYDROCHLORIDE,0.2323,0.268,0.3678,-0.1355,False
CHEMBL2023895,HYDROXYSTILBAMIDINE ISETHIONATE,0.1111,0.2055,0.2466,-0.1355,False
CHEMBL1133,OXYBUTYNIN CHLORIDE,0.1978,0.2368,0.3333,-0.1355,False
CHEMBL781,MAZINDOL,0.1566,0.2329,0.2923,-0.1357,False
CHEMBL284092,GEPIRONE,0.1977,0.2222,0.3333,-0.1357,False
CHEMBL443,SULFAMETHOXAZOLE,0.131,0.175,0.2667,-0.1357,False
CHEMBL1200595,CHLORPHENTERMINE HYDROCHLORIDE,0.1642,0.2667,0.3,-0.1358,False
CHEMBL1546,HYDROXYAMPHETAMINE,0.1408,0.2203,0.2766,-0.1358,False
CHEMBL14060,PHENOL,0.1333,0.16,0.2692,-0.1359,False
CHEMBL1201787,LAPYRIUM CHLORIDE,0.125,0.1711,0.2609,-0.1359,False
CHEMBL2146102,EPHEDRINE HYDROCHLORIDE,0.1714,0.2222,0.3077,-0.1363,False
CHEMBL1200724,PSEUDOEPHEDRINE HYDROCHLORIDE,0.1714,0.2222,0.3077,-0.1363,False
CHEMBL509,MECLOFENAMIC ACID,0.1538,0.2533,0.2903,-0.1365,False
CHEMBL4297585,TRIHEPTANOIN,0.1176,0.137,0.2542,-0.1366,False
CHEMBL273575,NOMIFENSINE,0.1646,0.2121,0.3019,-0.1373,False
CHEMBL4071161,TIRABRUTINIB,0.2347,0.2708,0.3721,-0.1374,False
CHEMBL1678,DONEPEZIL HYDROCHLORIDE,0.2625,0.3375,0.4,-0.1375,False
CHEMBL1201117,METHOCARBAMOL,0.2133,0.3235,0.3509,-0.1375,False
CHEMBL360055,GALLAMINE,0.1579,0.2449,0.2955,-0.1376,False
CHEMBL4297223,MITAPIVAT SULFATE,0.1957,0.2626,0.3333,-0.1377,False
CHEMBL1201035,BIPERIDEN HYDROCHLORIDE,0.2208,0.2763,0.3585,-0.1377,False
CHEMBL643,PROMETHAZINE,0.1622,0.1905,0.3,-0.1378,False
CHEMBL1191,SULFAMETHIZOLE,0.1081,0.1646,0.2459,-0.1378,False
CHEMBL697,METHSUXIMIDE,0.1622,0.2222,0.3,-0.1378,False
CHEMBL1464,WARFARIN,0.1829,0.2099,0.3208,-0.1378,False
CHEMBL1200781,CITALOPRAM HYDROBROMIDE,0.1562,0.284,0.2941,-0.1379,False
CHEMBL1094636,NIRAPARIB,0.1771,0.2211,0.3151,-0.138,False
CHEMBL1196,PROPARACAINE,0.1951,0.4032,0.3333,-0.1382,False
CHEMBL3137329,PEFICITINIB HYDROBROMIDE,0.1684,0.175,0.3067,-0.1382,False
CHEMBL1201786,LAPYRIUM,0.1263,0.1733,0.2647,-0.1384,False
CHEMBL1889140,ROPIVACAINE HYDROCHLORIDE,0.2209,0.2703,0.3594,-0.1384,False
CHEMBL4303232,CEFOTIAM HYDROCHLORIDE,0.1538,0.1636,0.2923,-0.1385,False
CHEMBL2107011,OXYPERTINE,0.2381,0.2949,0.3768,-0.1387,False
CHEMBL1998966,PIFOXIME,0.2297,0.3279,0.3684,-0.1387,False
CHEMBL1231,OXYBUTYNIN,0.2,0.24,0.3387,-0.1387,False
CHEMBL918,PHENACEMIDE,0.169,0.2857,0.3077,-0.1387,False
CHEMBL817,TOLAZAMIDE,0.1842,0.2615,0.3231,-0.1389,False
CHEMBL688,FENTANYL CITRATE,0.2247,0.3253,0.3636,-0.1389,False
CHEMBL1201000,NITROFURANTOIN SODIUM,0.1348,0.1529,0.274,-0.1391,False
CHEMBL1200749,LEVOBUPIVACAINE HYDROCHLORIDE,0.2299,0.2564,0.3692,-0.1393,False
CHEMBL1328,PENTAGASTRIN,0.1545,0.3277,0.2938,-0.1393,False
CHEMBL1200396,BUPIVACAINE HYDROCHLORIDE,0.2299,0.2564,0.3692,-0.1393,False
CHEMBL1296,CEFOTIAM,0.1552,0.1651,0.2946,-0.1394,False
CHEMBL130,CHLORAMPHENICOL,0.1585,0.2329,0.2982,-0.1397,False
CHEMBL1289601,LENVATINIB,0.19,0.3,0.3299,-0.1399,False
CHEMBL502,DONEPEZIL,0.2658,0.3418,0.4058,-0.14,False
CHEMBL2105745,GLYCEROL PHENYLBUTYRATE,0.1711,0.2424,0.3111,-0.1401,False
CHEMBL1200613,TOLMETIN SODIUM,0.1358,0.254,0.2759,-0.1401,False
CHEMBL437,SULFATHIAZOLE,0.1098,0.1728,0.25,-0.1402,False
CHEMBL388590,BENZBROMARONE,0.1744,0.25,0.3148,-0.1404,False
CHEMBL572,NITROFURANTOIN,0.1413,0.1707,0.2817,-0.1404,False
CHEMBL686,MEFENAMIC ACID,0.1558,0.2222,0.2963,-0.1405,False
CHEMBL1508,ESCITALOPRAM,0.1579,0.2875,0.2985,-0.1406,False
CHEMBL1213252,CLORAZEPIC ACID,0.1928,0.2192,0.3333,-0.1406,False
CHEMBL3137308,PEFICITINIB,0.1702,0.1772,0.3108,-0.1406,False
CHEMBL549,CITALOPRAM,0.1579,0.2875,0.2985,-0.1406,False
CHEMBL125,MILTEFOSINE,0.0833,0.1507,0.2241,-0.1408,False
CHEMBL1107,HALOFANTRINE,0.2062,0.2561,0.3472,-0.141,False
CHEMBL1201269,CHLORPHENTERMINE,0.1667,0.2727,0.3077,-0.141,False
CHEMBL1121,SINCALIDE,0.1557,0.3444,0.2967,-0.141,False
CHEMBL1201038,ACRISORCIN,0.1609,0.2933,0.3019,-0.141,False
CHEMBL970,HALAZEPAM,0.1839,0.2262,0.325,-0.1411,False
CHEMBL2106939,POLIHEXANIDE,0.0941,0.1739,0.2353,-0.1412,False
CHEMBL1374379,BENZONATATE,0.1538,0.2903,0.2951,-0.1412,False
CHEMBL1237132,CLEVIDIPINE,0.163,0.1977,0.3043,-0.1413,False
CHEMBL50588,EMETINE,0.1684,0.2059,0.3099,-0.1414,False
CHEMBL1077896,ROPIVACAINE,0.2235,0.274,0.3651,-0.1415,False
CHEMBL1697856,BUCETIN,0.1688,0.3636,0.3103,-0.1415,False
CHEMBL1101,BIPERIDEN,0.2237,0.28,0.3654,-0.1417,False
CHEMBL1615487,IODOXAMIC ACID,0.1236,0.1857,0.2653,-0.1417,False
CHEMBL1732,DIHYDROERGOTAMINE,0.1949,0.1983,0.3367,-0.1418,False
CHEMBL1590,PSEUDOEPHEDRINE,0.1739,0.2264,0.3158,-0.1419,False
CHEMBL211456,EPHEDRINE,0.1739,0.2264,0.3158,-0.1419,False
CHEMBL1098,BUPIVACAINE,0.2326,0.2597,0.375,-0.1424,False
CHEMBL1201193,LEVOBUPIVACAINE,0.2326,0.2597,0.375,-0.1424,False
CHEMBL177367,SILVER NITRATE,0.0299,0.0893,0.1724,-0.1426,False
CHEMBL1644029,POTASSIUM NITRATE,0.0299,0.0893,0.1724,-0.1426,False
CHEMBL3301670,DIFEMERINE HYDROCHLORIDE,0.1842,0.2424,0.3269,-0.1427,False
CHEMBL1594,PANTOTHENIC ACID,0.1154,0.1538,0.2581,-0.1427,False
CHEMBL1255654,TETRACAINE HYDROCHLORIDE,0.1605,0.3333,0.3036,-0.1431,False
CHEMBL295124,BERBERINE,0.1613,0.2405,0.3043,-0.1431,False
CHEMBL1201003,ELETRIPTAN HYDROBROMIDE,0.19,0.234,0.3333,-0.1433,False
CHEMBL1201043,CEPHAPIRIN SODIUM,0.1727,0.2105,0.3162,-0.1435,False
CHEMBL565,CLOFIBRATE,0.1667,0.2687,0.3103,-0.1437,False
CHEMBL1200440,MEPIVACAINE HYDROCHLORIDE,0.2169,0.2676,0.3607,-0.1438,False
CHEMBL4299940,MITAPIVAT,0.2022,0.2688,0.3462,-0.1439,False
CHEMBL1200947,METIPRANOLOL HYDROCHLORIDE,0.1395,0.2278,0.2836,-0.144,False
CHEMBL1200387,AMPHETAMINE ADIPATE,0.1892,0.2344,0.3333,-0.1441,False
CHEMBL1200782,DEXTROAMPHETAMINE ADIPATE,0.1892,0.2344,0.3333,-0.1441,False
CHEMBL1200665,DIPHENOXYLATE HYDROCHLORIDE,0.2273,0.2805,0.3714,-0.1442,False
CHEMBL969,PRAZEPAM,0.1975,0.2472,0.3418,-0.1442,False
CHEMBL232201,BENZIODARONE,0.1765,0.2078,0.3208,-0.1443,False
CHEMBL33986,BUTORPHANOL,0.1744,0.1935,0.3187,-0.1443,False
CHEMBL1475,TRIOXSALEN,0.1333,0.1642,0.2778,-0.1444,False
CHEMBL189,MILRINONE,0.122,0.2222,0.2667,-0.1447,False
CHEMBL1200970,ETHOPROPAZINE HYDROCHLORIDE,0.141,0.1642,0.2857,-0.1447,False
CHEMBL1200467,HYDROXYZINE PAMOATE,0.1887,0.2473,0.3333,-0.1447,False
CHEMBL1510,ELETRIPTAN,0.1919,0.2366,0.3372,-0.1453,False
CHEMBL1628234,DOXEPIN HYDROCHLORIDE,0.1429,0.1852,0.2881,-0.1453,False
CHEMBL258918,MESTEROLONE,0.1461,0.1461,0.2917,-0.1456,False
CHEMBL1200773,TOCAINIDE HYDROCHLORIDE,0.1757,0.2295,0.3214,-0.1458,False
CHEMBL2103744,MORPHINE SULFATE,0.15,0.1789,0.2959,-0.1459,False
CHEMBL2364639,VALBENAZINE,0.1919,0.2286,0.3378,-0.1459,False
CHEMBL3306803,LUMATEPERONE,0.2396,0.3947,0.3857,-0.1461,False
CHEMBL1200523,CEFAZOLIN SODIUM,0.1441,0.1589,0.2903,-0.1463,False
CHEMBL698,TETRACAINE,0.1625,0.3387,0.3091,-0.1466,False
CHEMBL1291,METIPRANOLOL,0.1412,0.2308,0.2879,-0.1467,False
CHEMBL3304486,DIFEMERINE,0.1867,0.2462,0.3333,-0.1467,False
CHEMBL5315050,ATOSIBAN ACETATE,0.1622,0.2754,0.3088,-0.1467,False
CHEMBL1712842,MEPAZINE ACETATE,0.2169,0.2603,0.3636,-0.1468,False
CHEMBL473417,VISMODEGIB,0.1562,0.2949,0.303,-0.1468,False
CHEMBL1436,CEFUROXIME,0.181,0.2121,0.3277,-0.1468,False
CHEMBL1201294,DIPHENOXYLATE,0.2299,0.284,0.3768,-0.1469,False
CHEMBL2105458,THENALIDINE,0.2125,0.2603,0.3594,-0.1469,False
CHEMBL1200494,GUANFACINE HYDROCHLORIDE,0.1412,0.2264,0.2881,-0.147,False
CHEMBL299400,BUTORPHANOL TARTRATE,0.1828,0.2143,0.3299,-0.1471,False
CHEMBL1465,PHENPROCOUMON,0.1667,0.2083,0.3137,-0.1471,False
CHEMBL4164059,PITOLISANT HYDROCHLORIDE,0.2785,0.4717,0.4255,-0.1471,False
CHEMBL1087,MEPIVACAINE,0.2195,0.2714,0.3667,-0.1472,False
CHEMBL4085457,RITLECITINIB,0.1818,0.2093,0.3291,-0.1473,False
CHEMBL1200904,SELEGILINE HYDROCHLORIDE,0.1781,0.2295,0.3256,-0.1475,False
CHEMBL1206,ETHOPROPAZINE,0.1429,0.1667,0.2903,-0.1475,False
CHEMBL25105,HEXAMIDINE,0.1714,0.2692,0.3191,-0.1477,False
CHEMBL55,PENTAMIDINE,0.1714,0.2692,0.3191,-0.1477,False
CHEMBL710,FINASTERIDE,0.1522,0.1792,0.3,-0.1478,False
CHEMBL56564,TROPISETRON,0.1798,0.241,0.3279,-0.1481,False
CHEMBL1086,DIBUCAINE,0.1809,0.3611,0.3289,-0.1481,False
CHEMBL573,NIACIN,0.1429,0.2373,0.2909,-0.1481,False
CHEMBL1446813,BETAHISTINE HYDROCHLORIDE,0.1325,0.2429,0.2807,-0.1482,False
CHEMBL39736,BUFORMIN,0.0964,0.1791,0.2449,-0.1485,False
CHEMBL1628227,DOXEPIN,0.1446,0.1875,0.2931,-0.1485,False
CHEMBL76370,TEGASEROD,0.1648,0.2609,0.3134,-0.1486,False
CHEMBL2106195,DEXMEDETOMIDINE HYDROCHLORIDE,0.1013,0.1857,0.25,-0.1487,False
CHEMBL413965,FELBINAC,0.2333,0.3529,0.3824,-0.149,False
CHEMBL942,BISACODYL,0.1842,0.2429,0.3333,-0.1491,False
CHEMBL715,OLANZAPINE,0.1744,0.2647,0.3235,-0.1491,False
CHEMBL1237102,LEVOCABASTINE HYDROCHLORIDE,0.2088,0.3176,0.358,-0.1492,False
CHEMBL1762,TOCAINIDE,0.1781,0.2333,0.3273,-0.1492,False
CHEMBL1562610,MECLOFENAMATE SODIUM,0.1277,0.2436,0.2769,-0.1493,False
CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,0.2,0.3043,0.3494,-0.1494,False
CHEMBL1201325,HEXOCYCLIUM,0.2024,0.2208,0.3519,-0.1495,False
CHEMBL929,DELAVIRDINE MESYLATE,0.1753,0.24,0.325,-0.1497,False
CHEMBL535650,MEFLOQUINE HYDROCHLORIDE,0.1579,0.2439,0.3077,-0.1498,False
CHEMBL862,GUANFACINE,0.1429,0.2308,0.2931,-0.1502,False
CHEMBL229128,MEPHENESIN,0.1831,0.3125,0.3333,-0.1502,False
CHEMBL1200828,CYCRIMINE HYDROCHLORIDE,0.2571,0.3188,0.4074,-0.1503,False
CHEMBL1761,PROCYCLIDINE HYDROCHLORIDE,0.2571,0.3188,0.4074,-0.1503,False
CHEMBL1092,TRIHEXYPHENIDYL HYDROCHLORIDE,0.2571,0.3188,0.4074,-0.1503,False
CHEMBL56367,NIMESULIDE,0.1829,0.2533,0.3333,-0.1504,False
CHEMBL119,TRIMETREXATE,0.1522,0.24,0.3026,-0.1505,False
CHEMBL645,BISOPROLOL,0.1975,0.2388,0.3485,-0.151,False
CHEMBL1200597,ETIDOCAINE HYDROCHLORIDE,0.1412,0.2319,0.2923,-0.1511,False
CHEMBL73234,CARBETAPENTANE,0.1765,0.3134,0.3276,-0.1511,False
CHEMBL3989725,LODOXAMIDE TROMETHAMINE,0.1304,0.2429,0.2817,-0.1513,False
CHEMBL1615438,LEVOCABASTINE,0.2111,0.3214,0.3625,-0.1514,False
CHEMBL24441,BETAHISTINE,0.1341,0.2464,0.2857,-0.1516,False
CHEMBL1200543,ANILERIDINE PHOSPHATE,0.2706,0.2763,0.4225,-0.1519,False
CHEMBL1201281,CHLORAMPHENICOL SUCCINIC ACID,0.1359,0.2195,0.2879,-0.152,False
CHEMBL593,DELAVIRDINE,0.1771,0.2424,0.3291,-0.152,False
CHEMBL416956,MEFLOQUINE,0.1596,0.2469,0.3117,-0.1521,False
CHEMBL1697686,CLOFOREX,0.1867,0.2903,0.339,-0.1523,False
CHEMBL778,DEXMEDETOMIDINE,0.1026,0.1884,0.2549,-0.1523,False
CHEMBL1164729,FEBUXOSTAT,0.1685,0.2468,0.321,-0.1524,False
CHEMBL1200405,BITOLTEROL MESYLATE,0.1444,0.2568,0.2969,-0.1524,False
CHEMBL462605,PITOLISANT,0.2821,0.4808,0.4348,-0.1527,False
CHEMBL328190,LASOFOXIFENE,0.2472,0.375,0.4,-0.1528,False
CHEMBL972,SELEGILINE,0.1806,0.2333,0.3333,-0.1528,False
CHEMBL1480,FELODIPINE,0.1765,0.2083,0.3294,-0.1529,False
CHEMBL21869,DIBROMSALAN,0.1667,0.2581,0.32,-0.1533,False
CHEMBL611,TERAZOSIN,0.2045,0.3111,0.358,-0.1535,False
CHEMBL3187246,METHAPYRILENE FUMARATE,0.1798,0.2667,0.3333,-0.1536,False
CHEMBL1318287,PENTOLINIUM TARTRATE,0.0964,0.1839,0.25,-0.1536,False
CHEMBL1697768,SODIUM PICOSULFATE,0.1481,0.1875,0.3019,-0.1537,False
CHEMBL405110,METHYLENE BLUE ANHYDROUS,0.1507,0.2239,0.3043,-0.1537,False
CHEMBL70,MORPHINE,0.1474,0.1648,0.3011,-0.1537,False
CHEMBL1741134,PICOSULFURIC ACID,0.1538,0.2063,0.3077,-0.1538,False
CHEMBL400599,BENFLUOREX,0.2235,0.3158,0.3774,-0.1538,False
CHEMBL1134,DECAMETHONIUM BROMIDE,0.0462,0.0667,0.2,-0.1538,False
CHEMBL1200426,METHIXENE HYDROCHLORIDE,0.1687,0.2192,0.3226,-0.1539,False
CHEMBL492,ETIDOCAINE,0.1429,0.2353,0.2969,-0.154,False
CHEMBL251940,PERICIAZINE,0.2174,0.3214,0.3714,-0.154,False
CHEMBL1490,TRIHEXYPHENIDYL,0.2609,0.3235,0.4151,-0.1542,False
CHEMBL1472989,BISOPROLOL FUMARATE,0.2069,0.2639,0.3611,-0.1542,False
CHEMBL1201227,CYCRIMINE,0.2609,0.3235,0.4151,-0.1542,False
CHEMBL86715,PROCYCLIDINE,0.2609,0.3235,0.4151,-0.1542,False
CHEMBL1200654,BENOXINATE HYDROCHLORIDE,0.1905,0.3692,0.3448,-0.1544,False
CHEMBL1632,CEPHALOTHIN SODIUM,0.17,0.2444,0.3246,-0.1546,False
CHEMBL259571,TAPINAROF,0.137,0.2623,0.2917,-0.1547,False
CHEMBL1983350,STIRIPENTOL,0.1266,0.2319,0.2812,-0.1547,False
CHEMBL1454910,NITROXOLINE,0.131,0.1944,0.2857,-0.1548,False
CHEMBL276520,INDALPINE,0.1529,0.1912,0.3077,-0.1548,False
CHEMBL1909285,NITREFAZOLE,0.1628,0.25,0.3182,-0.1554,False
CHEMBL1711280,DOTHIEPIN HYDROCHLORIDE,0.1279,0.1818,0.2833,-0.1554,False
CHEMBL2079130,VONOPRAZAN,0.1616,0.25,0.3171,-0.1555,False
CHEMBL1200874,TOLBUTAMIDE SODIUM,0.1444,0.2464,0.3,-0.1556,False
CHEMBL1201234,MEPHENTERMINE,0.1471,0.2,0.303,-0.156,False
CHEMBL1089641,TRYPAN BLUE FREE ACID,0.1277,0.1778,0.2838,-0.1561,False
CHEMBL567,PERPHENAZINE,0.2022,0.2619,0.3585,-0.1562,False
CHEMBL1200901,HALOFANTRINE HYDROCHLORIDE,0.2041,0.253,0.3611,-0.157,False
CHEMBL75435,DEXKETOPROFEN,0.1644,0.2462,0.3214,-0.157,False
CHEMBL571,KETOPROFEN,0.1644,0.2462,0.3214,-0.157,False
CHEMBL1200695,PHENYLPROPANOLAMINE HYDROCHLORIDE,0.1471,0.1852,0.3043,-0.1573,False
CHEMBL704,MESALAMINE,0.1389,0.2105,0.2963,-0.1574,False
CHEMBL1201102,TRIFLUPROMAZINE HYDROCHLORIDE,0.1809,0.2692,0.3382,-0.1574,False
CHEMBL54349,ALPIDEM,0.2118,0.2763,0.3699,-0.1581,False
CHEMBL1200,BENOXINATE,0.1928,0.375,0.3509,-0.1581,False
CHEMBL152684,BECLOBRATE,0.2025,0.2821,0.3607,-0.1581,False
CHEMBL1201044,DAPIPRAZOLE HYDROCHLORIDE,0.1839,0.2576,0.3425,-0.1586,False
CHEMBL1492500,DOTHIEPIN,0.1294,0.1842,0.2881,-0.1587,False
CHEMBL9225,HEXESTROL,0.1299,0.1833,0.2889,-0.159,False
CHEMBL1190,DECAMETHONIUM,0.0469,0.0678,0.2059,-0.159,False
CHEMBL849,TRICLOSAN,0.1268,0.2462,0.2857,-0.159,False
CHEMBL254857,FIPEXIDE,0.2911,0.4848,0.4507,-0.1596,False
CHEMBL1200392,DOXYLAMINE SUCCINATE,0.1951,0.2985,0.3548,-0.1597,False
CHEMBL1201082,FLUOXETINE HYDROCHLORIDE,0.2468,0.2632,0.4068,-0.16,False
CHEMBL570,TRIFLUPROMAZINE,0.1828,0.2727,0.3433,-0.1605,False
CHEMBL1201342,METHIXENE,0.1728,0.2254,0.3333,-0.1605,False
CHEMBL568,OXAZEPAM,0.1829,0.2083,0.3438,-0.1608,False
CHEMBL1255739,METHAPYRILENE HYDROCHLORIDE,0.1481,0.2105,0.3091,-0.1609,False
CHEMBL1201216,DAPIPRAZOLE,0.186,0.2615,0.3472,-0.1612,False
CHEMBL22097,LORMETAZEPAM,0.1765,0.2658,0.3377,-0.1612,False
CHEMBL1201266,LODOXAMIDE,0.12,0.2581,0.2812,-0.1613,False
CHEMBL819,OXACILLIN,0.1915,0.2174,0.3529,-0.1615,False
CHEMBL61006,PHENYLPROPANOLAMINE,0.1493,0.1887,0.3111,-0.1619,False
CHEMBL1908906,FLORBETABEN,0.1235,0.2459,0.2857,-0.1623,False
CHEMBL2106829,METHAQUALONE HYDROCHLORIDE,0.1711,0.2836,0.3333,-0.1623,False
CHEMBL566752,FLORBETABEN F18,0.1235,0.2459,0.2857,-0.1623,False
CHEMBL1200912,PHENTERMINE HYDROCHLORIDE,0.1493,0.1915,0.3125,-0.1632,False
CHEMBL2105743,OLODATEROL HYDROCHLORIDE,0.2292,0.2386,0.3924,-0.1632,False
CHEMBL1200612,DIBUCAINE HYDROCHLORIDE,0.1789,0.3562,0.3421,-0.1632,False
CHEMBL1200985,CEFTIBUTEN DIHYDRATE,0.1471,0.1735,0.3103,-0.1633,False
CHEMBL3137317,SONIDEGIB PHOSPHATE,0.2,0.3736,0.3636,-0.1636,False
CHEMBL6995,PRACTOLOL,0.2073,0.339,0.371,-0.1637,False
CHEMBL1742423,BILASTINE,0.2551,0.3953,0.4189,-0.1638,False
CHEMBL41,FLUOXETINE,0.25,0.2667,0.4138,-0.1638,False
CHEMBL1257040,TRIFLUOPERAZINE HYDROCHLORIDE,0.2128,0.2824,0.3768,-0.164,False
CHEMBL2106615,BAZEDOXIFENE ACETATE,0.2759,0.3467,0.44,-0.1641,False
CHEMBL1605,CEFTIBUTEN,0.1485,0.1753,0.313,-0.1645,False
CHEMBL1200446,TRIPELENNAMINE HYDROCHLORIDE,0.2027,0.2712,0.3673,-0.1646,False
CHEMBL1200350,IODIPAMIDE SODIUM,0.1395,0.2,0.3043,-0.1648,False
CHEMBL1411979,METHAPYRILENE,0.15,0.2133,0.3148,-0.1648,False
CHEMBL282052,METHAQUALONE,0.1733,0.2879,0.3385,-0.1651,False
CHEMBL1201295,BITOLTEROL,0.1512,0.2535,0.3167,-0.1655,False
CHEMBL605846,OLODATEROL,0.2316,0.2414,0.3974,-0.1659,False
CHEMBL1046,AMINOCAPROIC ACID,0.0909,0.1304,0.2571,-0.1662,False
CHEMBL4650272,TRILACICLIB DIHYDROCHLORIDE,0.19,0.2396,0.3563,-0.1663,False
CHEMBL354077,AMIFAMPRIDINE,0.0779,0.1343,0.2444,-0.1665,False
CHEMBL1801800,METABROMSALAN,0.1818,0.2542,0.3488,-0.167,False
CHEMBL15677,FENCLOFENAC,0.1772,0.2817,0.3443,-0.167,False
CHEMBL1698,BUPROPION HYDROCHLORIDE,0.1558,0.3016,0.3231,-0.1672,False
CHEMBL1201735,BUPROPION HYDROBROMIDE,0.1558,0.3016,0.3231,-0.1672,False
CHEMBL422,TRIFLUOPERAZINE,0.2151,0.2857,0.3824,-0.1673,False
CHEMBL2105712,AFATINIB DIMALEATE,0.2072,0.2857,0.375,-0.1678,False
CHEMBL1200598,DIETHYLSTILBESTROL DIPHOSPHATE,0.1875,0.2593,0.3556,-0.1681,False
CHEMBL3894860,TRILACICLIB,0.1919,0.2421,0.3605,-0.1685,False
CHEMBL3989567,OXACILLIN SODIUM,0.1837,0.2083,0.3523,-0.1686,False
CHEMBL46740,BAZEDOXIFENE,0.2619,0.3571,0.4306,-0.1687,False
CHEMBL126224,IPRINDOLE,0.1591,0.2568,0.3281,-0.169,False
CHEMBL1378,THIETHYLPERAZINE,0.1932,0.2317,0.3623,-0.1691,False
CHEMBL2104287,DIBENZEPIN HYDROCHLORIDE,0.1688,0.2258,0.338,-0.1692,False
CHEMBL1136,TELITHROMYCIN,0.1667,0.2132,0.3359,-0.1693,False
CHEMBL1474963,BENZARONE,0.1707,0.209,0.34,-0.1693,False
CHEMBL720,BENZYL ALCOHOL,0.1639,0.2045,0.3333,-0.1694,False
CHEMBL424,SALICYLIC ACID,0.1639,0.1833,0.3333,-0.1694,False
CHEMBL1241,TRIPELENNAMINE,0.2055,0.2759,0.375,-0.1695,False
CHEMBL2107360,PALIPERIDONE PALMITATE,0.287,0.2719,0.4565,-0.1695,False
CHEMBL646,TRIAZOLAM,0.1477,0.2152,0.3175,-0.1697,False
CHEMBL1020,TOLMETIN,0.1392,0.2462,0.3091,-0.1699,False
CHEMBL231068,FLIBANSERIN,0.2584,0.3023,0.4286,-0.1701,False
CHEMBL894,BUPROPION,0.1579,0.3065,0.3281,-0.1702,False
CHEMBL1200473,CYCLOPENTOLATE HYDROCHLORIDE,0.1951,0.2879,0.3654,-0.1703,False
CHEMBL1887891,DEXFENFLURAMINE HYDROCHLORIDE,0.1852,0.2464,0.3556,-0.1704,False
CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,0.1852,0.2464,0.3556,-0.1704,False
CHEMBL3544906,BENZPHETAMINE HYDROCHLORIDE,0.1884,0.2593,0.359,-0.1706,False
CHEMBL501,AMPHETAMINE SULFATE,0.1884,0.2459,0.359,-0.1706,False
CHEMBL3544971,DEXTROAMPHETAMINE SULFATE,0.1884,0.2459,0.359,-0.1706,False
CHEMBL1004,DOXYLAMINE,0.1818,0.2698,0.3529,-0.1711,False
CHEMBL1574,PHENTERMINE,0.1515,0.1957,0.3226,-0.1711,False
CHEMBL16476,PRONETALOL,0.1757,0.322,0.3469,-0.1713,False
CHEMBL1852688,INFIGRATINIB,0.2079,0.3222,0.3793,-0.1714,False
CHEMBL1442422,DIBENZEPIN,0.1711,0.2295,0.3429,-0.1718,False
CHEMBL1200385,ARBUTAMINE HYDROCHLORIDE,0.1277,0.2,0.3,-0.1723,False
CHEMBL431770,ISTRADEFYLLINE,0.2111,0.3188,0.3836,-0.1725,False
CHEMBL1466,DICUMAROL,0.16,0.2121,0.3333,-0.1733,False
